slot_id,date,time,center,vehicle_name,status,is_high_risk_reserve,priority_level
414,2025-12-16,14:00,CarFix - Chandivali,,available,False,normal
415,2025-12-16,14:00,Bosch - Kurla,,available,False,normal
416,2025-12-16,14:00,CarWale - Ghatkopar West,,available,False,normal
417,2025-12-16,15:30,CarWale Service - Chembur,,available,False,normal
418,2025-12-16,15:30,GoMechanic - Chembur East,,available,False,normal
419,2025-12-16,15:30,MyTVS - Tilak Nagar,,available,False,normal
420,2025-12-16,15:30,Pitstop - Ghatkopar,,available,False,normal
421,2025-12-16,15:30,CarCrew - Vikhroli,,available,False,normal
422,2025-12-16,15:30,Bosch Car Service - Mulund,,available,False,normal
423,2025-12-16,15:30,MyCarHelpline - Kanjurmarg,,available,False,normal
424,2025-12-16,15:30,GoMechanic - Bhandup,,available,False,normal
425,2025-12-16,15:30,Autofit - Nahur,,available,True,emergency
426,2025-12-16,15:30,CarFix - Vikhroli West,,available,True,emergency
427,2025-12-16,15:30,GoMechanic - Andheri East,,available,True,emergency
428,2025-12-16,15:30,Pitstop - Andheri West,,available,True,emergency
429,2025-12-16,15:30,CarCrew - Malad West,,available,True,emergency
430,2025-12-16,15:30,MyTVS - Goregaon East,,available,True,emergency
431,2025-12-16,15:30,Bosch - Borivali West,,available,True,emergency
432,2025-12-16,15:30,CarDekho - Kandivali,,available,True,emergency
433,2025-12-16,15:30,Pitstop - Juhu,,available,True,emergency
434,2025-12-16,15:30,GoMechanic - Santacruz,,available,True,emergency
435,2025-12-16,15:30,MyTVS - Bandra East,,available,False,normal
436,2025-12-16,15:30,Autofit - Khar West,,available,False,normal
437,2025-12-16,15:30,CarWale - Lokhandwala,,available,False,normal
438,2025-12-16,15:30,CarFix - Versova,,available,False,normal
439,2025-12-16,15:30,CarFix - Dadar,,available,False,normal
440,2025-12-16,15:30,MyTVS - Sion,,available,False,normal
441,2025-12-16,15:30,Bosch Car Service - Parel,,available,False,normal
442,2025-12-16,15:30,CarDekho - Bandra West,,available,False,normal
443,2025-12-16,15:30,Pitstop - Worli,,available,False,normal
444,2025-12-16,15:30,GoMechanic - Lower Parel,,available,False,normal
445,2025-12-16,15:30,MyCarHelpline - Matunga,,available,False,normal
446,2025-12-16,15:30,CarCrew - Prabhadevi,,available,False,normal
447,2025-12-16,15:30,MyTVS - Thane West,,available,False,normal
448,2025-12-16,15:30,Bosch - Thane East,,available,False,normal
449,2025-12-16,15:30,Pitstop - Ghodbunder,,available,False,normal
450,2025-12-16,15:30,GoMechanic - Wagle Estate,,available,True,emergency
451,2025-12-16,15:30,CarWale - Kalwa,,available,True,emergency
452,2025-12-16,15:30,Autofit - Pokhran Road,,available,True,emergency
453,2025-12-16,15:30,CarFix - Kasarvadavali,,available,True,emergency
454,2025-12-16,15:30,MyTVS - Manpada,,available,True,emergency
455,2025-12-16,15:30,Bosch - Vashi,,available,True,emergency
456,2025-12-16,15:30,CarWale - Nerul,,available,True,emergency
457,2025-12-16,15:30,Pitstop - Sanpada,,available,True,emergency
458,2025-12-16,15:30,GoMechanic - Airoli,,available,True,emergency
459,2025-12-16,15:30,MyTVS - Rabale,,available,True,emergency
460,2025-12-16,15:30,CarCrew - Ghansoli,,available,False,normal
461,2025-12-16,15:30,Autofit - Koparkhairne,,available,False,normal
462,2025-12-16,15:30,CarDekho - Panvel,,available,False,normal
463,2025-12-16,15:30,Pitstop - Powai,,available,False,normal
464,2025-12-16,15:30,GoMechanic - JVLR,,available,False,normal
465,2025-12-16,15:30,MyCarHelpline - Hiranandani,,available,False,normal
466,2025-12-16,15:30,CarFix - Chandivali,,available,False,normal
467,2025-12-16,15:30,Bosch - Kurla,,available,False,normal
468,2025-12-16,15:30,CarWale - Ghatkopar West,,available,False,normal
469,2025-12-16,16:30,CarWale Service - Chembur,,available,False,normal
470,2025-12-16,16:30,GoMechanic - Chembur East,,available,False,normal
471,2025-12-16,16:30,MyTVS - Tilak Nagar,,available,False,normal
472,2025-12-16,16:30,Pitstop - Ghatkopar,,available,False,normal
473,2025-12-16,16:30,CarCrew - Vikhroli,,available,False,normal
474,2025-12-16,16:30,Bosch Car Service - Mulund,,available,False,normal
475,2025-12-16,16:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
476,2025-12-16,16:30,GoMechanic - Bhandup,,available,True,emergency
477,2025-12-16,16:30,Autofit - Nahur,,available,True,emergency
478,2025-12-16,16:30,CarFix - Vikhroli West,,available,True,emergency
479,2025-12-16,16:30,GoMechanic - Andheri East,,available,True,emergency
480,2025-12-16,16:30,Pitstop - Andheri West,,available,True,emergency
481,2025-12-16,16:30,CarCrew - Malad West,,available,True,emergency
482,2025-12-16,16:30,MyTVS - Goregaon East,,available,True,emergency
483,2025-12-16,16:30,Bosch - Borivali West,,available,True,emergency
484,2025-12-16,16:30,CarDekho - Kandivali,,available,True,emergency
485,2025-12-16,16:30,Pitstop - Juhu,,available,False,normal
486,2025-12-16,16:30,GoMechanic - Santacruz,,available,False,normal
487,2025-12-16,16:30,MyTVS - Bandra East,,available,False,normal
488,2025-12-16,16:30,Autofit - Khar West,,available,False,normal
489,2025-12-16,16:30,CarWale - Lokhandwala,,available,False,normal
490,2025-12-16,16:30,CarFix - Versova,,available,False,normal
491,2025-12-16,16:30,CarFix - Dadar,,available,False,normal
492,2025-12-16,16:30,MyTVS - Sion,,available,False,normal
493,2025-12-16,16:30,Bosch Car Service - Parel,,available,False,normal
494,2025-12-16,16:30,CarDekho - Bandra West,,available,False,normal
495,2025-12-16,16:30,Pitstop - Worli,,available,False,normal
496,2025-12-16,16:30,GoMechanic - Lower Parel,,available,False,normal
497,2025-12-16,16:30,MyCarHelpline - Matunga,,available,False,normal
498,2025-12-16,16:30,CarCrew - Prabhadevi,,available,False,normal
499,2025-12-16,16:30,MyTVS - Thane West,,available,False,normal
500,2025-12-16,16:30,Bosch - Thane East,,available,True,emergency
501,2025-12-16,16:30,Pitstop - Ghodbunder,,available,True,emergency
502,2025-12-16,16:30,GoMechanic - Wagle Estate,,available,True,emergency
503,2025-12-16,16:30,CarWale - Kalwa,,available,True,emergency
504,2025-12-16,16:30,Autofit - Pokhran Road,,available,True,emergency
505,2025-12-16,16:30,CarFix - Kasarvadavali,,available,True,emergency
506,2025-12-16,16:30,MyTVS - Manpada,,available,True,emergency
507,2025-12-16,16:30,Bosch - Vashi,,available,True,emergency
508,2025-12-16,16:30,CarWale - Nerul,,available,True,emergency
509,2025-12-16,16:30,Pitstop - Sanpada,,available,True,emergency
510,2025-12-16,16:30,GoMechanic - Airoli,,available,False,normal
511,2025-12-16,16:30,MyTVS - Rabale,,available,False,normal
512,2025-12-16,16:30,CarCrew - Ghansoli,,available,False,normal
513,2025-12-16,16:30,Autofit - Koparkhairne,,available,False,normal
514,2025-12-16,16:30,CarDekho - Panvel,,available,False,normal
515,2025-12-16,16:30,Pitstop - Powai,,available,False,normal
516,2025-12-16,16:30,GoMechanic - JVLR,,available,False,normal
517,2025-12-16,16:30,MyCarHelpline - Hiranandani,,available,False,normal
518,2025-12-16,16:30,CarFix - Chandivali,,available,False,normal
519,2025-12-16,16:30,Bosch - Kurla,,available,False,normal
520,2025-12-16,16:30,CarWale - Ghatkopar West,,available,False,normal
521,2025-12-17,09:30,CarWale Service - Chembur,,available,False,normal
522,2025-12-17,09:30,GoMechanic - Chembur East,,available,False,normal
523,2025-12-17,09:30,MyTVS - Tilak Nagar,,available,False,normal
524,2025-12-17,09:30,Pitstop - Ghatkopar,,available,False,normal
525,2025-12-17,09:30,CarCrew - Vikhroli,,available,True,emergency
526,2025-12-17,09:30,Bosch Car Service - Mulund,,available,True,emergency
527,2025-12-17,09:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
528,2025-12-17,09:30,GoMechanic - Bhandup,,available,True,emergency
529,2025-12-17,09:30,Autofit - Nahur,,available,True,emergency
530,2025-12-17,09:30,CarFix - Vikhroli West,,available,True,emergency
531,2025-12-17,09:30,GoMechanic - Andheri East,,available,True,emergency
532,2025-12-17,09:30,Pitstop - Andheri West,,available,True,emergency
533,2025-12-17,09:30,CarCrew - Malad West,,available,True,emergency
534,2025-12-17,09:30,MyTVS - Goregaon East,,available,True,emergency
535,2025-12-17,09:30,Bosch - Borivali West,,available,False,normal
536,2025-12-17,09:30,CarDekho - Kandivali,,available,False,normal
537,2025-12-17,09:30,Pitstop - Juhu,,available,False,normal
538,2025-12-17,09:30,GoMechanic - Santacruz,,available,False,normal
539,2025-12-17,09:30,MyTVS - Bandra East,,available,False,normal
540,2025-12-17,09:30,Autofit - Khar West,,available,False,normal
541,2025-12-17,09:30,CarWale - Lokhandwala,,available,False,normal
542,2025-12-17,09:30,CarFix - Versova,,available,False,normal
543,2025-12-17,09:30,CarFix - Dadar,,available,False,normal
544,2025-12-17,09:30,MyTVS - Sion,,available,False,normal
545,2025-12-17,09:30,Bosch Car Service - Parel,,available,False,normal
546,2025-12-17,09:30,CarDekho - Bandra West,,available,False,normal
547,2025-12-17,09:30,Pitstop - Worli,,available,False,normal
548,2025-12-17,09:30,GoMechanic - Lower Parel,,available,False,normal
549,2025-12-17,09:30,MyCarHelpline - Matunga,,available,False,normal
550,2025-12-17,09:30,CarCrew - Prabhadevi,,available,True,emergency
551,2025-12-17,09:30,MyTVS - Thane West,,available,True,emergency
552,2025-12-17,09:30,Bosch - Thane East,,available,True,emergency
553,2025-12-17,09:30,Pitstop - Ghodbunder,,available,True,emergency
554,2025-12-17,09:30,GoMechanic - Wagle Estate,,available,True,emergency
555,2025-12-17,09:30,CarWale - Kalwa,,available,True,emergency
556,2025-12-17,09:30,Autofit - Pokhran Road,,available,True,emergency
557,2025-12-17,09:30,CarFix - Kasarvadavali,,available,True,emergency
558,2025-12-17,09:30,MyTVS - Manpada,,available,True,emergency
559,2025-12-17,09:30,Bosch - Vashi,,available,True,emergency
560,2025-12-17,09:30,CarWale - Nerul,,available,False,normal
561,2025-12-17,09:30,Pitstop - Sanpada,,available,False,normal
562,2025-12-17,09:30,GoMechanic - Airoli,,available,False,normal
563,2025-12-17,09:30,MyTVS - Rabale,,available,False,normal
564,2025-12-17,09:30,CarCrew - Ghansoli,,available,False,normal
565,2025-12-17,09:30,Autofit - Koparkhairne,,available,False,normal
566,2025-12-17,09:30,CarDekho - Panvel,,available,False,normal
567,2025-12-17,09:30,Pitstop - Powai,,available,False,normal
568,2025-12-17,09:30,GoMechanic - JVLR,,available,False,normal
569,2025-12-17,09:30,MyCarHelpline - Hiranandani,,available,False,normal
570,2025-12-17,09:30,CarFix - Chandivali,,available,False,normal
571,2025-12-17,09:30,Bosch - Kurla,,available,False,normal
572,2025-12-17,09:30,CarWale - Ghatkopar West,,available,False,normal
573,2025-12-17,10:30,CarWale Service - Chembur,,available,False,normal
574,2025-12-17,10:30,GoMechanic - Chembur East,,available,False,normal
575,2025-12-17,10:30,MyTVS - Tilak Nagar,,available,True,emergency
576,2025-12-17,10:30,Pitstop - Ghatkopar,,available,True,emergency
577,2025-12-17,10:30,CarCrew - Vikhroli,,available,True,emergency
578,2025-12-17,10:30,Bosch Car Service - Mulund,,available,True,emergency
579,2025-12-17,10:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
580,2025-12-17,10:30,GoMechanic - Bhandup,,available,True,emergency
581,2025-12-17,10:30,Autofit - Nahur,,available,True,emergency
582,2025-12-17,10:30,CarFix - Vikhroli West,,available,True,emergency
583,2025-12-17,10:30,GoMechanic - Andheri East,,available,True,emergency
584,2025-12-17,10:30,Pitstop - Andheri West,,available,True,emergency
585,2025-12-17,10:30,CarCrew - Malad West,,available,False,normal
586,2025-12-17,10:30,MyTVS - Goregaon East,,available,False,normal
587,2025-12-17,10:30,Bosch - Borivali West,,available,False,normal
588,2025-12-17,10:30,CarDekho - Kandivali,,available,False,normal
589,2025-12-17,10:30,Pitstop - Juhu,,available,False,normal
590,2025-12-17,10:30,GoMechanic - Santacruz,,available,False,normal
591,2025-12-17,10:30,MyTVS - Bandra East,,available,False,normal
592,2025-12-17,10:30,Autofit - Khar West,,available,False,normal
593,2025-12-17,10:30,CarWale - Lokhandwala,,available,False,normal
594,2025-12-17,10:30,CarFix - Versova,,available,False,normal
595,2025-12-17,10:30,CarFix - Dadar,,available,False,normal
596,2025-12-17,10:30,MyTVS - Sion,,available,False,normal
597,2025-12-17,10:30,Bosch Car Service - Parel,,available,False,normal
598,2025-12-17,10:30,CarDekho - Bandra West,,available,False,normal
599,2025-12-17,10:30,Pitstop - Worli,,available,False,normal
600,2025-12-17,10:30,GoMechanic - Lower Parel,,available,True,emergency
601,2025-12-17,10:30,MyCarHelpline - Matunga,,available,True,emergency
602,2025-12-17,10:30,CarCrew - Prabhadevi,,available,True,emergency
603,2025-12-17,10:30,MyTVS - Thane West,,available,True,emergency
604,2025-12-17,10:30,Bosch - Thane East,,available,True,emergency
605,2025-12-17,10:30,Pitstop - Ghodbunder,,available,True,emergency
606,2025-12-17,10:30,GoMechanic - Wagle Estate,,available,True,emergency
607,2025-12-17,10:30,CarWale - Kalwa,,available,True,emergency
608,2025-12-17,10:30,Autofit - Pokhran Road,,available,True,emergency
609,2025-12-17,10:30,CarFix - Kasarvadavali,,available,True,emergency
610,2025-12-17,10:30,MyTVS - Manpada,,available,False,normal
611,2025-12-17,10:30,Bosch - Vashi,,available,False,normal
612,2025-12-17,10:30,CarWale - Nerul,,available,False,normal
613,2025-12-17,10:30,Pitstop - Sanpada,,available,False,normal
614,2025-12-17,10:30,GoMechanic - Airoli,,available,False,normal
615,2025-12-17,10:30,MyTVS - Rabale,,available,False,normal
616,2025-12-17,10:30,CarCrew - Ghansoli,,available,False,normal
617,2025-12-17,10:30,Autofit - Koparkhairne,,available,False,normal
618,2025-12-17,10:30,CarDekho - Panvel,,available,False,normal
619,2025-12-17,10:30,Pitstop - Powai,,available,False,normal
620,2025-12-17,10:30,GoMechanic - JVLR,,available,False,normal
621,2025-12-17,10:30,MyCarHelpline - Hiranandani,,available,False,normal
622,2025-12-17,10:30,CarFix - Chandivali,,available,False,normal
623,2025-12-17,10:30,Bosch - Kurla,,available,False,normal
624,2025-12-17,10:30,CarWale - Ghatkopar West,,available,False,normal
625,2025-12-17,14:00,CarWale Service - Chembur,,available,True,emergency
626,2025-12-17,14:00,GoMechanic - Chembur East,,available,True,emergency
627,2025-12-17,14:00,MyTVS - Tilak Nagar,,available,True,emergency
628,2025-12-17,14:00,Pitstop - Ghatkopar,,available,True,emergency
629,2025-12-17,14:00,CarCrew - Vikhroli,,available,True,emergency
630,2025-12-17,14:00,Bosch Car Service - Mulund,,available,True,emergency
631,2025-12-17,14:00,MyCarHelpline - Kanjurmarg,,available,True,emergency
632,2025-12-17,14:00,GoMechanic - Bhandup,,available,True,emergency
633,2025-12-17,14:00,Autofit - Nahur,,available,True,emergency
634,2025-12-17,14:00,CarFix - Vikhroli West,,available,True,emergency
635,2025-12-17,14:00,GoMechanic - Andheri East,,available,False,normal
636,2025-12-17,14:00,Pitstop - Andheri West,,available,False,normal
637,2025-12-17,14:00,CarCrew - Malad West,,available,False,normal
638,2025-12-17,14:00,MyTVS - Goregaon East,,available,False,normal
639,2025-12-17,14:00,Bosch - Borivali West,,available,False,normal
640,2025-12-17,14:00,CarDekho - Kandivali,,available,False,normal
641,2025-12-17,14:00,Pitstop - Juhu,,available,False,normal
642,2025-12-17,14:00,GoMechanic - Santacruz,,available,False,normal
643,2025-12-17,14:00,MyTVS - Bandra East,,available,False,normal
644,2025-12-17,14:00,Autofit - Khar West,,available,False,normal
645,2025-12-17,14:00,CarWale - Lokhandwala,,available,False,normal
646,2025-12-17,14:00,CarFix - Versova,,available,False,normal
647,2025-12-17,14:00,CarFix - Dadar,,available,False,normal
648,2025-12-17,14:00,MyTVS - Sion,,available,False,normal
649,2025-12-17,14:00,Bosch Car Service - Parel,,available,False,normal
650,2025-12-17,14:00,CarDekho - Bandra West,,available,True,emergency
651,2025-12-17,14:00,Pitstop - Worli,,available,True,emergency
652,2025-12-17,14:00,GoMechanic - Lower Parel,,available,True,emergency
653,2025-12-17,14:00,MyCarHelpline - Matunga,,available,True,emergency
654,2025-12-17,14:00,CarCrew - Prabhadevi,,available,True,emergency
655,2025-12-17,14:00,MyTVS - Thane West,,available,True,emergency
656,2025-12-17,14:00,Bosch - Thane East,,available,True,emergency
657,2025-12-17,14:00,Pitstop - Ghodbunder,,available,True,emergency
658,2025-12-17,14:00,GoMechanic - Wagle Estate,,available,True,emergency
659,2025-12-17,14:00,CarWale - Kalwa,,available,True,emergency
660,2025-12-17,14:00,Autofit - Pokhran Road,,available,False,normal
661,2025-12-17,14:00,CarFix - Kasarvadavali,,available,False,normal
662,2025-12-17,14:00,MyTVS - Manpada,,available,False,normal
663,2025-12-17,14:00,Bosch - Vashi,,available,False,normal
664,2025-12-17,14:00,CarWale - Nerul,,available,False,normal
665,2025-12-17,14:00,Pitstop - Sanpada,,available,False,normal
666,2025-12-17,14:00,GoMechanic - Airoli,,available,False,normal
667,2025-12-17,14:00,MyTVS - Rabale,,available,False,normal
668,2025-12-17,14:00,CarCrew - Ghansoli,,available,False,normal
669,2025-12-17,14:00,Autofit - Koparkhairne,,available,False,normal
670,2025-12-17,14:00,CarDekho - Panvel,,available,False,normal
671,2025-12-17,14:00,Pitstop - Powai,,available,False,normal
672,2025-12-17,14:00,GoMechanic - JVLR,,available,False,normal
673,2025-12-17,14:00,MyCarHelpline - Hiranandani,,available,False,normal
674,2025-12-17,14:00,CarFix - Chandivali,,available,False,normal
675,2025-12-17,14:00,Bosch - Kurla,,available,True,emergency
676,2025-12-17,14:00,CarWale - Ghatkopar West,,available,True,emergency
677,2025-12-17,15:30,CarWale Service - Chembur,,available,True,emergency
678,2025-12-17,15:30,GoMechanic - Chembur East,,available,True,emergency
679,2025-12-17,15:30,MyTVS - Tilak Nagar,,available,True,emergency
680,2025-12-17,15:30,Pitstop - Ghatkopar,,available,True,emergency
681,2025-12-17,15:30,CarCrew - Vikhroli,,available,True,emergency
682,2025-12-17,15:30,Bosch Car Service - Mulund,,available,True,emergency
683,2025-12-17,15:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
684,2025-12-17,15:30,GoMechanic - Bhandup,,available,True,emergency
685,2025-12-17,15:30,Autofit - Nahur,,available,False,normal
686,2025-12-17,15:30,CarFix - Vikhroli West,,available,False,normal
687,2025-12-17,15:30,GoMechanic - Andheri East,,available,False,normal
688,2025-12-17,15:30,Pitstop - Andheri West,,available,False,normal
689,2025-12-17,15:30,CarCrew - Malad West,,available,False,normal
690,2025-12-17,15:30,MyTVS - Goregaon East,,available,False,normal
691,2025-12-17,15:30,Bosch - Borivali West,,available,False,normal
692,2025-12-17,15:30,CarDekho - Kandivali,,available,False,normal
693,2025-12-17,15:30,Pitstop - Juhu,,available,False,normal
694,2025-12-17,15:30,GoMechanic - Santacruz,,available,False,normal
695,2025-12-17,15:30,MyTVS - Bandra East,,available,False,normal
696,2025-12-17,15:30,Autofit - Khar West,,available,False,normal
697,2025-12-17,15:30,CarWale - Lokhandwala,,available,False,normal
698,2025-12-17,15:30,CarFix - Versova,,available,False,normal
699,2025-12-17,15:30,CarFix - Dadar,,available,False,normal
700,2025-12-17,15:30,MyTVS - Sion,,available,True,emergency
701,2025-12-17,15:30,Bosch Car Service - Parel,,available,True,emergency
702,2025-12-17,15:30,CarDekho - Bandra West,,available,True,emergency
703,2025-12-17,15:30,Pitstop - Worli,,available,True,emergency
704,2025-12-17,15:30,GoMechanic - Lower Parel,,available,True,emergency
705,2025-12-17,15:30,MyCarHelpline - Matunga,,available,True,emergency
706,2025-12-17,15:30,CarCrew - Prabhadevi,,available,True,emergency
707,2025-12-17,15:30,MyTVS - Thane West,,available,True,emergency
708,2025-12-17,15:30,Bosch - Thane East,,available,True,emergency
709,2025-12-17,15:30,Pitstop - Ghodbunder,,available,True,emergency
710,2025-12-17,15:30,GoMechanic - Wagle Estate,,available,False,normal
711,2025-12-17,15:30,CarWale - Kalwa,,available,False,normal
712,2025-12-17,15:30,Autofit - Pokhran Road,,available,False,normal
713,2025-12-17,15:30,CarFix - Kasarvadavali,,available,False,normal
714,2025-12-17,15:30,MyTVS - Manpada,,available,False,normal
715,2025-12-17,15:30,Bosch - Vashi,,available,False,normal
716,2025-12-17,15:30,CarWale - Nerul,,available,False,normal
717,2025-12-17,15:30,Pitstop - Sanpada,,available,False,normal
718,2025-12-17,15:30,GoMechanic - Airoli,,available,False,normal
719,2025-12-17,15:30,MyTVS - Rabale,,available,False,normal
720,2025-12-17,15:30,CarCrew - Ghansoli,,available,False,normal
721,2025-12-17,15:30,Autofit - Koparkhairne,,available,False,normal
722,2025-12-17,15:30,CarDekho - Panvel,,available,False,normal
723,2025-12-17,15:30,Pitstop - Powai,,available,False,normal
724,2025-12-17,15:30,GoMechanic - JVLR,,available,False,normal
725,2025-12-17,15:30,MyCarHelpline - Hiranandani,,available,True,emergency
726,2025-12-17,15:30,CarFix - Chandivali,,available,True,emergency
727,2025-12-17,15:30,Bosch - Kurla,,available,True,emergency
728,2025-12-17,15:30,CarWale - Ghatkopar West,,available,True,emergency
729,2025-12-17,16:30,CarWale Service - Chembur,,available,True,emergency
730,2025-12-17,16:30,GoMechanic - Chembur East,,available,True,emergency
731,2025-12-17,16:30,MyTVS - Tilak Nagar,,available,True,emergency
732,2025-12-17,16:30,Pitstop - Ghatkopar,,available,True,emergency
733,2025-12-17,16:30,CarCrew - Vikhroli,,available,True,emergency
734,2025-12-17,16:30,Bosch Car Service - Mulund,,available,True,emergency
735,2025-12-17,16:30,MyCarHelpline - Kanjurmarg,,available,False,normal
736,2025-12-17,16:30,GoMechanic - Bhandup,,available,False,normal
737,2025-12-17,16:30,Autofit - Nahur,,available,False,normal
738,2025-12-17,16:30,CarFix - Vikhroli West,,available,False,normal
739,2025-12-17,16:30,GoMechanic - Andheri East,,available,False,normal
740,2025-12-17,16:30,Pitstop - Andheri West,,available,False,normal
741,2025-12-17,16:30,CarCrew - Malad West,,available,False,normal
742,2025-12-17,16:30,MyTVS - Goregaon East,,available,False,normal
743,2025-12-17,16:30,Bosch - Borivali West,,available,False,normal
744,2025-12-17,16:30,CarDekho - Kandivali,,available,False,normal
745,2025-12-17,16:30,Pitstop - Juhu,,available,False,normal
746,2025-12-17,16:30,GoMechanic - Santacruz,,available,False,normal
747,2025-12-17,16:30,MyTVS - Bandra East,,available,False,normal
748,2025-12-17,16:30,Autofit - Khar West,,available,False,normal
749,2025-12-17,16:30,CarWale - Lokhandwala,,available,False,normal
750,2025-12-17,16:30,CarFix - Versova,,available,True,emergency
751,2025-12-17,16:30,CarFix - Dadar,,available,True,emergency
752,2025-12-17,16:30,MyTVS - Sion,,available,True,emergency
753,2025-12-17,16:30,Bosch Car Service - Parel,,available,True,emergency
754,2025-12-17,16:30,CarDekho - Bandra West,,available,True,emergency
755,2025-12-17,16:30,Pitstop - Worli,,available,True,emergency
756,2025-12-17,16:30,GoMechanic - Lower Parel,,available,True,emergency
757,2025-12-17,16:30,MyCarHelpline - Matunga,,available,True,emergency
758,2025-12-17,16:30,CarCrew - Prabhadevi,,available,True,emergency
759,2025-12-17,16:30,MyTVS - Thane West,,available,True,emergency
760,2025-12-17,16:30,Bosch - Thane East,,available,False,normal
761,2025-12-17,16:30,Pitstop - Ghodbunder,,available,False,normal
762,2025-12-17,16:30,GoMechanic - Wagle Estate,,available,False,normal
763,2025-12-17,16:30,CarWale - Kalwa,,available,False,normal
764,2025-12-17,16:30,Autofit - Pokhran Road,,available,False,normal
765,2025-12-17,16:30,CarFix - Kasarvadavali,,available,False,normal
766,2025-12-17,16:30,MyTVS - Manpada,,available,False,normal
767,2025-12-17,16:30,Bosch - Vashi,,available,False,normal
768,2025-12-17,16:30,CarWale - Nerul,,available,False,normal
769,2025-12-17,16:30,Pitstop - Sanpada,,available,False,normal
770,2025-12-17,16:30,GoMechanic - Airoli,,available,False,normal
771,2025-12-17,16:30,MyTVS - Rabale,,available,False,normal
772,2025-12-17,16:30,CarCrew - Ghansoli,,available,False,normal
773,2025-12-17,16:30,Autofit - Koparkhairne,,available,False,normal
774,2025-12-17,16:30,CarDekho - Panvel,,available,False,normal
775,2025-12-17,16:30,Pitstop - Powai,,available,True,emergency
776,2025-12-17,16:30,GoMechanic - JVLR,,available,True,emergency
777,2025-12-17,16:30,MyCarHelpline - Hiranandani,,available,True,emergency
778,2025-12-17,16:30,CarFix - Chandivali,,available,True,emergency
779,2025-12-17,16:30,Bosch - Kurla,,available,True,emergency
780,2025-12-17,16:30,CarWale - Ghatkopar West,,available,True,emergency
781,2025-12-18,09:30,CarWale Service - Chembur,,available,True,emergency
782,2025-12-18,09:30,GoMechanic - Chembur East,,available,True,emergency
783,2025-12-18,09:30,MyTVS - Tilak Nagar,,available,True,emergency
784,2025-12-18,09:30,Pitstop - Ghatkopar,,available,True,emergency
785,2025-12-18,09:30,CarCrew - Vikhroli,,available,False,normal
786,2025-12-18,09:30,Bosch Car Service - Mulund,,available,False,normal
787,2025-12-18,09:30,MyCarHelpline - Kanjurmarg,,available,False,normal
788,2025-12-18,09:30,GoMechanic - Bhandup,,available,False,normal
789,2025-12-18,09:30,Autofit - Nahur,,available,False,normal
790,2025-12-18,09:30,CarFix - Vikhroli West,,available,False,normal
791,2025-12-18,09:30,GoMechanic - Andheri East,,available,False,normal
792,2025-12-18,09:30,Pitstop - Andheri West,,available,False,normal
793,2025-12-18,09:30,CarCrew - Malad West,,available,False,normal
794,2025-12-18,09:30,MyTVS - Goregaon East,,available,False,normal
795,2025-12-18,09:30,Bosch - Borivali West,,available,False,normal
796,2025-12-18,09:30,CarDekho - Kandivali,,available,False,normal
797,2025-12-18,09:30,Pitstop - Juhu,,available,False,normal
798,2025-12-18,09:30,GoMechanic - Santacruz,,available,False,normal
799,2025-12-18,09:30,MyTVS - Bandra East,,available,False,normal
800,2025-12-18,09:30,Autofit - Khar West,,available,True,emergency
801,2025-12-18,09:30,CarWale - Lokhandwala,,available,True,emergency
802,2025-12-18,09:30,CarFix - Versova,,available,True,emergency
803,2025-12-18,09:30,CarFix - Dadar,,available,True,emergency
804,2025-12-18,09:30,MyTVS - Sion,,available,True,emergency
805,2025-12-18,09:30,Bosch Car Service - Parel,,available,True,emergency
806,2025-12-18,09:30,CarDekho - Bandra West,,available,True,emergency
807,2025-12-18,09:30,Pitstop - Worli,,available,True,emergency
808,2025-12-18,09:30,GoMechanic - Lower Parel,,available,True,emergency
809,2025-12-18,09:30,MyCarHelpline - Matunga,,available,True,emergency
810,2025-12-18,09:30,CarCrew - Prabhadevi,,available,False,normal
811,2025-12-18,09:30,MyTVS - Thane West,,available,False,normal
812,2025-12-18,09:30,Bosch - Thane East,,available,False,normal
813,2025-12-18,09:30,Pitstop - Ghodbunder,,available,False,normal
814,2025-12-18,09:30,GoMechanic - Wagle Estate,,available,False,normal
815,2025-12-18,09:30,CarWale - Kalwa,,available,False,normal
816,2025-12-18,09:30,Autofit - Pokhran Road,,available,False,normal
817,2025-12-18,09:30,CarFix - Kasarvadavali,,available,False,normal
818,2025-12-18,09:30,MyTVS - Manpada,,available,False,normal
819,2025-12-18,09:30,Bosch - Vashi,,available,False,normal
820,2025-12-18,09:30,CarWale - Nerul,,available,False,normal
821,2025-12-18,09:30,Pitstop - Sanpada,,available,False,normal
822,2025-12-18,09:30,GoMechanic - Airoli,,available,False,normal
823,2025-12-18,09:30,MyTVS - Rabale,,available,False,normal
824,2025-12-18,09:30,CarCrew - Ghansoli,,available,False,normal
825,2025-12-18,09:30,Autofit - Koparkhairne,,available,True,emergency
826,2025-12-18,09:30,CarDekho - Panvel,,available,True,emergency
827,2025-12-18,09:30,Pitstop - Powai,,available,True,emergency
828,2025-12-18,09:30,GoMechanic - JVLR,,available,True,emergency
